ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date,entry_price,entry_date
ABX,"['HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'YTD_UP']","                         Date  Open   High  ...    BB_std  BB_upper  BB_lower
0   2025-04-23 13:30:00+00:00  8.24  8.390  ...  0.000000  8.300000  8.300000
1   2025-04-24 13:30:00+00:00  8.27  8.410  ...  0.000000  8.300000  8.300000
2   2025-04-25 13:30:00+00:00  8.29  8.370  ...  0.017320  8.324641  8.255360
3   2025-04-28 13:30:00+00:00  8.22  8.360  ...  0.028723  8.334946  8.220054
4   2025-04-29 13:30:00+00:00  8.40  8.400  ...  0.042662  8.347323  8.176677
..                        ...   ...    ...  ...       ...       ...       ...
175 2026-01-02 14:30:00+00:00  8.54  8.560  ...  0.531063  9.202376  7.078125
176 2026-01-05 14:30:00+00:00  7.92  8.155  ...  0.450991  9.097732  7.293768
177 2026-01-06 14:30:00+00:00  8.09  8.220  ...  0.330471  8.921693  7.599807
178 2026-01-07 14:30:00+00:00  8.24  8.390  ...  0.259549  8.822847  7.784653
179 2026-01-08 17:37:37+00:00  8.16  8.612  ...  0.215959  8.784167  7.920333

[180 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-30 14:30:00+00:00  8.4700  8.7600  ...  0.000000  8.760000  8.760000
1   2025-12-30 14:35:00+00:00  8.6400  8.6619  ...  0.106066  8.897133  8.472867
2   2025-12-30 14:40:00+00:00  8.5600  8.6100  ...  0.086603  8.833206  8.486794
3   2025-12-30 14:45:00+00:00  8.6100  8.6600  ...  0.074204  8.797159  8.500341
4   2025-12-30 14:50:00+00:00  8.6591  8.6600  ...  0.070303  8.776606  8.495394
..                        ...     ...     ...  ...       ...       ...       ...
495 2026-01-08 17:20:00+00:00  8.5800  8.5800  ...  0.066573  8.637481  8.371189
496 2026-01-08 17:25:00+00:00  8.5600  8.5700  ...  0.066892  8.643235  8.375665
497 2026-01-08 17:30:00+00:00  8.5700  8.6000  ...  0.062424  8.645299  8.395601
498 2026-01-08 17:35:00+00:00  8.6020  8.6120  ...  0.059904  8.650358  8.410742
499 2026-01-08 17:37:37+00:00  8.6100  8.6100  ...  0.054594  8.649988  8.431612

[500 rows x 14 columns]",180,500,"[16, 51, 89, 100, 141, 166]","[9, 30, 45, 133, 147]","[0, 92, 132, 153, 187, 216, 234, 302, 386, 422, 498]","[71, 72, 114, 162, 204, 205, 206, 207, 265, 331, 332, 404, 405, 457]",8.760000228881836,7.829999923706055,,{},,8.609999656677246,2026-01-08,,
ACB,"['QUARTERLY_DOWN', 'RECENT_WEEKLY_BOTTOM', 'RSI_OVERSOLD', 'YTD_DOWN']","                         Date  Open   High  ...    BB_std  BB_upper  BB_lower
0   2025-04-23 13:30:00+00:00  4.37  4.546  ...  0.000000  4.400000  4.400000
1   2025-04-24 13:30:00+00:00  4.43  4.780  ...  0.219203  4.993406  4.116594
2   2025-04-25 13:30:00+00:00  4.81  5.000  ...  0.213776  5.067551  4.212449
3   2025-04-28 13:30:00+00:00  4.77  4.830  ...  0.175689  5.001378  4.298622
4   2025-04-29 13:30:00+00:00  4.71  4.906  ...  0.152217  4.952434  4.343566
..                        ...   ...    ...  ...       ...       ...       ...
175 2026-01-02 14:30:00+00:00  4.31  4.430  ...  0.430593  5.601187  3.878814
176 2026-01-05 14:30:00+00:00  4.36  4.370  ...  0.441367  5.608235  3.842766
177 2026-01-06 14:30:00+00:00  4.28  4.300  ...  0.453917  5.615334  3.799666
178 2026-01-07 14:30:00+00:00  4.26  4.280  ...  0.463072  5.622144  3.769856
179 2026-01-08 17:40:54+00:00  4.24  4.300  ...  0.472824  5.625149  3.733851

[180 rows x 14 columns]","                         Date    Open   High  ...    BB_std  BB_upper  BB_lower
0   2025-12-29 14:30:00+00:00  4.5000  4.570  ...  0.000000  4.535000  4.535000
1   2025-12-29 14:35:00+00:00  4.5470  4.560  ...  0.045962  4.594424  4.410576
2   2025-12-29 14:40:00+00:00  4.4600  4.490  ...  0.035000  4.565000  4.425000
3   2025-12-29 14:45:00+00:00  4.4795  4.480  ...  0.032114  4.551902  4.423448
4   2025-12-29 14:50:00+00:00  4.4699  4.476  ...  0.029602  4.542344  4.423936
..                        ...     ...    ...  ...       ...       ...       ...
579 2026-01-08 17:20:00+00:00  4.2700  4.270  ...  0.020891  4.309482  4.225918
580 2026-01-08 17:25:00+00:00  4.2600  4.260  ...  0.019896  4.308247  4.228663
581 2026-01-08 17:30:00+00:00  4.2600  4.260  ...  0.019434  4.307773  4.230037
582 2026-01-08 17:35:00+00:00  4.2598  4.260  ...  0.019408  4.307771  4.230139
583 2026-01-08 17:40:54+00:00  4.2600  4.260  ...  0.019408  4.307771  4.230139

[584 rows x 14 columns]",180,584,"[37, 61, 77, 88, 109, 152, 165]","[0, 10, 27, 41, 73, 82, 92, 108, 147, 158, 174]","[0, 28, 90, 180, 183, 233, 266, 292, 352, 374, 430, 472, 500, 574]","[15, 31, 34, 76, 159, 228, 284, 336, 356, 438, 440, 441, 443, 476, 522, 547]",4.534999847412109,4.125,,{},,4.260000228881836,2026-01-08,,
ACES,"['HALFYEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  22.340000  ...  21.830000  21.830000
1   2025-04-24 13:30:00+00:00  21.790001  ...  22.901958  21.318041
2   2025-04-25 13:30:00+00:00  22.270000  ...  23.531370  21.259296
3   2025-04-28 13:30:00+00:00  23.059999  ...  23.888923  21.339076
4   2025-04-29 13:30:00+00:00  23.260000  ...  23.998641  21.493758
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  32.950001  ...  34.507014  32.233486
176 2026-01-05 14:30:00+00:00  34.250000  ...  34.570783  32.220716
177 2026-01-06 14:30:00+00:00  34.160000  ...  34.701198  32.188301
178 2026-01-07 14:30:00+00:00  34.470001  ...  34.740341  32.230159
179 2026-01-08 17:19:59+00:00  33.660000  ...  34.816523  32.264976

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  33.430000  ...  33.430000  33.430000
1   2025-12-29 14:35:00+00:00  33.720001  ...  33.985124  33.164878
2   2025-12-29 14:40:00+00:00  33.689999  ...  34.126775  33.223226
3   2025-12-29 14:45:00+00:00  33.820000  ...  34.034746  33.290255
4   2025-12-29 14:50:00+00:00  33.660000  ...  33.984382  33.339619
..                        ...        ...  ...        ...        ...
260 2026-01-08 15:35:00+00:00  34.029999  ...  34.083404  33.592437
261 2026-01-08 16:30:00+00:00  34.217499  ...  34.155896  33.559695
262 2026-01-08 16:40:00+00:00  34.140598  ...  34.196970  33.552681
263 2026-01-08 17:00:00+00:00  34.200001  ...  34.243160  33.554491
264 2026-01-08 17:19:59+00:00  34.180000  ...  34.278403  33.563248

[265 rows x 14 columns]",180,265,"[17, 121, 139]",[147],"[2, 123, 157, 183, 261]","[0, 64, 99, 145, 257]",34.51139831542969,32.31999969482422,,{},,34.18000030517578,2026-01-08,,
ACIO,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  37.750000  ...  37.459999  37.459999
1   2025-04-24 13:30:00+00:00  37.500000  ...  38.397967  37.012033
2   2025-04-25 13:30:00+00:00  38.020000  ...  38.586910  37.133088
3   2025-04-28 13:30:00+00:00  38.240002  ...  38.593081  37.271919
4   2025-04-29 13:30:00+00:00  38.090000  ...  38.741919  37.314081
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  43.919998  ...  44.435134  43.308866
176 2026-01-05 14:30:00+00:00  43.820000  ...  44.402202  43.308798
177 2026-01-06 14:30:00+00:00  43.910000  ...  44.390555  43.312445
178 2026-01-07 14:30:00+00:00  44.049999  ...  44.389572  43.312429
179 2026-01-08 17:33:21+00:00  43.860001  ...  44.394076  43.312924

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  44.040001  ...  44.040001  44.040001
1   2025-12-29 14:35:00+00:00  44.139999  ...  44.231419  43.948581
2   2025-12-29 14:45:00+00:00  44.080002  ...  44.187330  43.986005
3   2025-12-29 14:50:00+00:00  44.066002  ...  44.167484  43.987566
4   2025-12-29 14:55:00+00:00  44.049999  ...  44.153724  43.990316
..                        ...        ...  ...        ...        ...
451 2026-01-08 17:10:00+00:00  43.970001  ...  44.001575  43.917146
452 2026-01-08 17:15:00+00:00  43.959999  ...  44.001279  43.916441
453 2026-01-08 17:20:00+00:00  43.980000  ...  43.999448  43.917272
454 2026-01-08 17:30:00+00:00  43.988300  ...  44.002327  43.916323
455 2026-01-08 17:33:21+00:00  43.980000  ...  44.002327  43.916323

[456 rows x 14 columns]",180,456,"[17, 78, 130, 140, 170]","[0, 40, 69, 147, 165]","[1, 47, 106, 154, 181, 208, 315, 390, 391, 394]","[40, 64, 80, 128, 200, 220, 221, 305, 327, 377, 429]",44.16999816894531,43.560001373291016,,{},,43.97999954223633,2026-01-08,,
ACLO,"['RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  49.939999  ...  49.900002  49.900002
1   2025-04-24 13:30:00+00:00  49.950001  ...  50.081847  49.813154
2   2025-04-25 13:30:00+00:00  50.035000  ...  50.115349  49.837985
3   2025-04-28 13:30:00+00:00  50.066002  ...  50.143232  49.854769
4   2025-04-29 13:30:00+00:00  50.099998  ...  50.173351  49.865050
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  50.299999  ...  50.416533  50.163467
176 2026-01-05 14:30:00+00:00  50.326000  ...  50.419238  50.163763
177 2026-01-06 14:30:00+00:00  50.349998  ...  50.427156  50.162344
178 2026-01-07 14:30:00+00:00  50.339001  ...  50.429820  50.162681
179 2026-01-08 14:46:11+00:00  50.338699  ...  50.430354  50.162646

[180 rows x 14 columns]","                        Date       Open  ...   BB_upper   BB_lower
0  2025-12-29 15:20:00+00:00  50.299999  ...  50.310001  50.310001
1  2025-12-29 18:00:00+00:00  50.294998  ...  50.323718  50.281282
2  2025-12-30 15:35:00+00:00  50.299999  ...  50.316945  50.286388
3  2025-12-30 17:05:00+00:00  50.299999  ...  50.313835  50.288664
4  2025-12-30 17:20:00+00:00  50.330002  ...  50.334826  50.279133
5  2025-12-30 18:55:00+00:00  50.299999  ...  50.337734  50.265566
6  2026-01-02 14:35:00+00:00  50.299999  ...  50.334378  50.268450
7  2026-01-02 14:55:00+00:00  50.279999  ...  50.335234  50.259741
8  2026-01-02 18:55:00+00:00  50.320000  ...  50.340333  50.260756
9  2026-01-05 19:25:00+00:00  50.326000  ...  50.345375  50.261605
10 2026-01-06 20:15:00+00:00  50.349998  ...  50.365993  50.253079
11 2026-01-07 18:25:00+00:00  50.338699  ...  50.368368  50.255565
12 2026-01-07 18:30:00+00:00  50.340000  ...  50.369230  50.258247
13 2026-01-08 14:45:00+00:00  50.334999  ...  50.369769  50.260745
14 2026-01-08 14:46:11+00:00  50.334999  ...  50.370082  50.263064

[15 rows x 14 columns]",180,15,"[5, 26, 46, 68, 87, 109, 110, 133, 151, 163, 177]","[0, 30, 47, 48, 69, 93, 111, 135, 156, 165]",[10],[7],50.369998931884766,50.27000045776367,,{},,50.334999084472656,2026-01-08,,
ACWI,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  113.500000  ...  112.019997  112.019997
1   2024-07-25 13:30:00+00:00  111.610001  ...  112.541098  110.928895
2   2024-07-26 13:30:00+00:00  112.339996  ...  113.404081  110.755912
3   2024-07-29 13:30:00+00:00  112.910004  ...  113.459123  110.995872
4   2024-07-30 13:30:00+00:00  112.900002  ...  113.308081  111.171915
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  142.490005  ...  143.993927  139.372075
361 2025-12-31 14:30:00+00:00  142.550003  ...  143.999392  139.400612
362 2026-01-02 14:30:00+00:00  142.770004  ...  144.066786  139.414219
363 2026-01-05 14:30:00+00:00  143.089996  ...  144.308268  139.343735
364 2026-01-06 18:47:08+00:00  143.085007  ...  144.649763  139.220740

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  142.500000  ...  142.500000  142.500000
1   2025-12-24 14:35:00+00:00  142.529999  ...  142.527425  142.442576
2   2025-12-24 14:40:00+00:00  142.464996  ...  142.529530  142.453807
3   2025-12-24 14:45:00+00:00  142.509995  ...  142.528670  142.461335
4   2025-12-24 14:50:00+00:00  142.520004  ...  142.553694  142.454307
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:25:00+00:00  144.259995  ...  144.372753  143.936678
558 2026-01-06 18:30:00+00:00  144.235001  ...  144.370012  143.967918
559 2026-01-06 18:40:00+00:00  144.214996  ...  144.359353  144.008578
560 2026-01-06 18:45:00+00:00  144.289993  ...  144.343745  144.058185
561 2026-01-06 18:47:08+00:00  144.285004  ...  144.341164  144.084257

[562 rows x 14 columns]",365,562,"[5, 167, 328]","[8, 177, 334]","[117, 331, 361, 390, 519]","[354, 383, 406, 430, 509]",144.26499938964844,141.49000549316406,,"{'BREAKOUT_UP': {'sl': np.float64(142.4507075718471), 'tp': np.float64(147.95359584263394), 'entry': 144.28500366210938, 'desc': 'Breakout above 20-day high ($143.68). Entry: $144.29.'}}",,144.28500366210938,2026-01-06,,
ACWV,['YTD_UP'],"                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  115.750000  ...  115.180000  115.180000
1   2025-04-24 13:30:00+00:00  115.180000  ...  115.524559  115.015442
2   2025-04-25 13:30:00+00:00  114.860001  ...  115.746768  114.426567
3   2025-04-28 13:30:00+00:00  115.169998  ...  116.036582  114.433420
4   2025-04-29 13:30:00+00:00  115.580002  ...  116.617461  114.274540
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  119.019997  ...  120.531094  117.913906
176 2026-01-05 14:30:00+00:00  118.430000  ...  120.420481  117.909519
177 2026-01-06 14:30:00+00:00  118.860001  ...  120.331193  117.928807
178 2026-01-07 14:30:00+00:00  119.370003  ...  120.329494  117.916505
179 2026-01-08 17:17:46+00:00  118.860001  ...  120.355416  117.950483

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  119.360001  ...  119.410004  119.410004
1   2025-12-29 14:35:00+00:00  119.470001  ...  119.486559  119.373441
2   2025-12-29 14:40:00+00:00  119.419998  ...  119.468294  119.385039
3   2025-12-29 14:45:00+00:00  119.419998  ...  119.461652  119.393348
4   2025-12-29 14:50:00+00:00  119.440002  ...  119.493499  119.382502
..                        ...         ...  ...         ...         ...
450 2026-01-08 16:55:00+00:00  119.478996  ...  119.568151  119.379998
451 2026-01-08 17:00:00+00:00  119.459999  ...  119.557710  119.383440
452 2026-01-08 17:05:00+00:00  119.440002  ...  119.555103  119.383047
453 2026-01-08 17:10:00+00:00  119.448997  ...  119.553246  119.378803
454 2026-01-08 17:17:46+00:00  119.399002  ...  119.544399  119.373801

[455 rows x 14 columns]",180,455,"[8, 18, 27, 35, 47, 62, 84, 97, 113, 126, 141, 152, 163, 171]","[2, 15, 40, 56, 68, 107, 118, 134, 135, 147, 165, 175]","[43, 112, 152, 201, 229, 230, 233, 273, 315, 360, 385, 430]","[25, 26, 64, 132, 178, 219, 253, 310, 331, 332, 370, 418, 443]",119.62999725341797,118.19000244140625,,{},,119.39900207519531,2026-01-08,,
ACWX,"['DAILY_TOP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  56.110001  ...  55.740002  55.740002
1   2025-04-24 13:30:00+00:00  55.910000  ...  57.079945  55.100055
2   2025-04-25 13:30:00+00:00  56.290001  ...  57.111778  55.368223
3   2025-04-28 13:30:00+00:00  56.709999  ...  57.320948  55.459052
4   2025-04-29 13:30:00+00:00  56.700001  ...  57.431263  55.560737
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  68.010002  ...  68.254723  65.667277
176 2026-01-05 14:30:00+00:00  68.400002  ...  68.613238  65.514762
177 2026-01-06 14:30:00+00:00  69.139999  ...  68.976948  65.368052
178 2026-01-07 14:30:00+00:00  69.000000  ...  69.196101  65.348898
179 2026-01-08 17:31:22+00:00  68.550003  ...  69.359914  65.378086

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  67.239998  ...  67.300003  67.300003
1   2025-12-29 14:35:00+00:00  67.320000  ...  67.326802  67.287204
2   2025-12-29 14:40:00+00:00  67.293900  ...  67.328675  67.270665
3   2025-12-29 14:45:00+00:00  67.269997  ...  67.358706  67.203748
4   2025-12-29 14:50:00+00:00  67.260002  ...  67.347662  67.202302
..                        ...        ...  ...        ...        ...
578 2026-01-08 17:15:00+00:00  68.614998  ...  68.670740  68.527250
579 2026-01-08 17:20:00+00:00  68.635002  ...  68.665367  68.529122
580 2026-01-08 17:25:00+00:00  68.610001  ...  68.664355  68.528634
581 2026-01-08 17:30:00+00:00  68.599998  ...  68.664625  68.528874
582 2026-01-08 17:31:22+00:00  68.610001  ...  68.654143  68.533816

[583 rows x 14 columns]",180,583,"[35, 62, 114, 141, 161, 177]","[0, 40, 56, 69, 90, 107, 118, 147, 165]","[240, 463]","[227, 476]",69.18000030517578,67.11199951171875,,"{'DAILY_TOP': {'sl': np.float64(69.85643059866769), 'tp': np.float64(66.11714063371932), 'entry': 68.61000061035156, 'desc': 'Daily top confirmed near $69.26. Entry (short): $68.61.'}}",,68.61000061035156,2026-01-08,,
ADA-USD,"['HALFYEARLY_DOWN', 'MONTHLY_UP', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_UP']","                         Date      Open      High  ...    BB_std  BB_upper  BB_lower
0   2025-01-07 00:00:00+00:00  1.094123  1.150163  ...  0.000000  0.992010  0.992010
1   2025-01-08 00:00:00+00:00  0.992018  1.021282  ...  0.031098  1.032216  0.907825
2   2025-01-09 00:00:00+00:00  0.948023  0.958277  ...  0.043014  1.034704  0.862650
3   2025-01-10 00:00:00+00:00  0.905990  0.971773  ...  0.036161  1.016693  0.872049
4   2025-01-11 00:00:00+00:00  0.931451  1.012941  ...  0.038520  1.031441  0.877362
..                        ...       ...       ...  ...       ...       ...       ...
360 2026-01-02 00:00:00+00:00  0.356212  0.395642  ...  0.016978  0.399541  0.331628
361 2026-01-03 00:00:00+00:00  0.393761  0.398342  ...  0.016350  0.397924  0.332524
362 2026-01-04 00:00:00+00:00  0.389380  0.404308  ...  0.017419  0.400662  0.330987
363 2026-01-05 00:00:00+00:00  0.400092  0.424610  ...  0.021083  0.409796  0.325466
364 2026-01-06 18:43:00+00:00  0.421845  0.435460  ...  0.022827  0.415303  0.323994

[365 rows x 14 columns]","                          Date      Open  ...  BB_upper  BB_lower
0    2025-12-30 00:00:00+00:00  0.352916  ...  0.352953  0.352953
1    2025-12-30 00:05:00+00:00  0.352932  ...  0.352979  0.352941
2    2025-12-30 00:10:00+00:00  0.353150  ...  0.353037  0.352917
3    2025-12-30 00:15:00+00:00  0.353025  ...  0.353535  0.352641
4    2025-12-30 00:20:00+00:00  0.353430  ...  0.353776  0.352598
...                        ...       ...  ...       ...       ...
2237 2026-01-06 18:25:00+00:00  0.406953  ...  0.412185  0.403306
2238 2026-01-06 18:30:00+00:00  0.406817  ...  0.412065  0.403247
2239 2026-01-06 18:35:00+00:00  0.407175  ...  0.411859  0.403221
2240 2026-01-06 18:40:00+00:00  0.406939  ...  0.411685  0.403175
2241 2026-01-06 18:43:00+00:00  0.406852  ...  0.411394  0.403172

[2242 rows x 14 columns]",365,2242,"[10, 37, 54, 107, 123, 154, 196, 222, 249, 272, 307]","[2, 33, 52, 62, 91, 118, 207, 261, 301]",[1072],[],0.3907043635845184,,,{},,0.4068516790866852,2026-01-06,,
ADBE,['YTD_UP'],"                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  358.119995  ...  351.959991  351.959991
1   2025-04-24 13:30:00+00:00  353.589996  ...  369.092226  343.777769
2   2025-04-25 13:30:00+00:00  361.700012  ...  376.005032  344.388299
3   2025-04-28 13:30:00+00:00  368.049988  ...  377.715332  346.889664
4   2025-04-29 13:30:00+00:00  367.209991  ...  379.478401  348.597600
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  350.679993  ...  364.610324  333.337677
176 2026-01-05 14:30:00+00:00  330.109985  ...  364.014298  334.216701
177 2026-01-06 14:30:00+00:00  330.000000  ...  364.583758  332.620240
178 2026-01-07 14:30:00+00:00  336.239990  ...  364.666114  332.435885
179 2026-01-08 17:33:16+00:00  337.359985  ...  364.715366  332.141631

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  354.000000  ...  354.390015  354.390015
1   2025-12-29 14:35:00+00:00  354.700012  ...  354.648394  354.266615
2   2025-12-29 14:40:00+00:00  354.459991  ...  355.252176  353.024497
3   2025-12-29 14:45:00+00:00  353.619995  ...  356.883801  352.413699
4   2025-12-29 14:50:00+00:00  356.179993  ...  356.712736  352.761580
..                        ...         ...  ...         ...         ...
577 2026-01-08 17:15:00+00:00  340.720001  ...  342.874420  339.643839
578 2026-01-08 17:20:00+00:00  340.790009  ...  342.517267  339.754989
579 2026-01-08 17:25:00+00:00  340.589996  ...  342.358742  339.795512
580 2026-01-08 17:30:00+00:00  341.030090  ...  342.380321  339.785682
581 2026-01-08 17:33:16+00:00  341.869995  ...  342.313141  339.820611

[582 rows x 14 columns]",180,582,"[18, 31, 47, 85, 102, 130, 168]","[0, 40, 57, 75, 92, 122, 147, 176]",[558],"[247, 312, 331, 545]",343.1050109863281,327.760009765625,,{},,341.8699951171875,2026-01-08,,
ADP,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  294.350006  ...  293.540009  293.540009
1   2025-04-24 13:30:00+00:00  293.040009  ...  295.473325  292.616672
2   2025-04-25 13:30:00+00:00  293.089996  ...  296.108512  290.458159
3   2025-04-28 13:30:00+00:00  291.649994  ...  295.679495  291.030512
4   2025-04-29 13:30:00+00:00  292.399994  ...  296.790655  290.885346
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  257.029999  ...  266.682808  253.569197
176 2026-01-05 14:30:00+00:00  252.690002  ...  266.692295  253.351712
177 2026-01-06 14:30:00+00:00  255.770004  ...  266.644774  253.348232
178 2026-01-07 14:30:00+00:00  261.950012  ...  266.766292  253.483714
179 2026-01-08 17:42:31+00:00  260.220001  ...  267.650590  253.407415

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  259.230011  ...  259.750000  259.750000
1   2025-12-29 14:35:00+00:00  259.510010  ...  260.075442  259.594571
2   2025-12-29 14:40:00+00:00  259.980011  ...  260.260000  259.580007
3   2025-12-29 14:45:00+00:00  260.109985  ...  260.990704  259.259296
4   2025-12-29 14:50:00+00:00  260.739990  ...  261.107932  259.348074
..                        ...         ...  ...         ...         ...
581 2026-01-08 17:25:00+00:00  265.279999  ...  266.143717  263.737789
582 2026-01-08 17:30:00+00:00  265.549988  ...  266.322161  263.762346
583 2026-01-08 17:35:00+00:00  266.209991  ...  266.448016  263.869492
584 2026-01-08 17:40:00+00:00  266.260010  ...  266.577663  263.915846
585 2026-01-08 17:42:31+00:00  266.309998  ...  266.625539  264.105470

[586 rows x 14 columns]",180,586,"[31, 179]",[175],"[267, 343, 400]","[167, 252, 282, 309, 388, 415, 479, 547]",259.07000732421875,251.6649932861328,,"{'BREAKOUT_UP': {'sl': np.float64(261.922862461635), 'tp': np.float64(275.0842677525112), 'entry': 266.30999755859375, 'desc': 'Breakout above 20-day high ($266.10). Entry: $266.31.'}}",,266.30999755859375,2026-01-08,,
